plan,nominal_value,abstract_distance,proxy_score,initiation_violation,termination_drift,reachability_gap,boundary_surprise,public_boundary_risk,chain_executability_estimate,true_executability,true_utility,dataset,selector,world_seed,seed,horizon,N,noise_scale,components
leap_0->leap_3->leap_5->leap_8,12.629447320459782,9.129088601039438,17.182732113598647,0.5727827777771886,1.1949599662536716,2.6490886010394368,1.6242364992894436,5.101138646305729,0.09691486756807362,0.002552475853188171,-0.12776364067541435,component_ablation,proxy_tail,0,0,4,256,-1.0,
leap_0->leap_2->leap_4->leap_6,12.671340549328036,8.223087922806279,16.98696875010557,0.0,1.2484106357118923,1.7430879228062794,0.3377873832603016,2.8742238343546758,0.27151684888460065,0.05459385095975693,0.5317772774103393,component_ablation,boundary_sieve_full,0,0,4,256,-1.0,initiation_violation+termination_drift+reachability_gap+boundary_surprise+chain_executability_estimate
leap_0->leap_2->leap_4->leap_6,12.671340549328036,8.223087922806279,16.98696875010557,0.0,1.2484106357118923,1.7430879228062794,0.3377873832603016,2.8742238343546758,0.27151684888460065,0.05459385095975693,0.5317772774103393,component_ablation,initiation_only,0,0,4,256,-1.0,initiation_violation
leap_0->leap_3->leap_5->leap_8,12.629447320459782,9.129088601039438,17.182732113598647,0.5727827777771886,1.1949599662536716,2.6490886010394368,1.6242364992894436,5.101138646305729,0.09691486756807362,0.002552475853188171,-0.12776364067541435,component_ablation,termination_drift_only,0,0,4,256,-1.0,termination_drift
leap_0->leap_2->leap_4->leap_6,12.671340549328036,8.223087922806279,16.98696875010557,0.0,1.2484106357118923,1.7430879228062794,0.3377873832603016,2.8742238343546758,0.27151684888460065,0.05459385095975693,0.5317772774103393,component_ablation,reachability_only,0,0,4,256,-1.0,reachability_gap
leap_0->leap_2->leap_4->leap_6,12.671340549328036,8.223087922806279,16.98696875010557,0.0,1.2484106357118923,1.7430879228062794,0.3377873832603016,2.8742238343546758,0.27151684888460065,0.05459385095975693,0.5317772774103393,component_ablation,boundary_surprise_only,0,0,4,256,-1.0,boundary_surprise
leap_0->leap_3->leap_5->leap_8,12.629447320459782,9.129088601039438,17.182732113598647,0.5727827777771886,1.1949599662536716,2.6490886010394368,1.6242364992894436,5.101138646305729,0.09691486756807362,0.002552475853188171,-0.12776364067541435,component_ablation,chain_estimate_only,0,0,4,256,-1.0,chain_executability_estimate
leap_0->leap_2->leap_4->leap_7,12.82419842408029,8.869377133752744,17.573383585507145,0.034523219113589465,1.2187046191868984,2.3893771337527436,0.41706821881384387,3.5504895337572133,0.1936496768114053,0.02215150374959562,0.12407527947657279,component_ablation,proxy_tail,0,1,4,256,-1.0,
leap_0->leap_2->leap_4->leap_6,12.671340549328036,8.223087922806279,16.606131783775325,0.0,1.2484106357118923,1.7430879228062794,0.3377873832603016,2.8742238343546758,0.27151684888460065,0.05459385095975693,0.5317772774103393,component_ablation,boundary_sieve_full,0,1,4,256,-1.0,initiation_violation+termination_drift+reachability_gap+boundary_surprise+chain_executability_estimate
leap_0->leap_2->leap_4->leap_7,12.82419842408029,8.869377133752744,17.573383585507145,0.034523219113589465,1.2187046191868984,2.3893771337527436,0.41706821881384387,3.5504895337572133,0.1936496768114053,0.02215150374959562,0.12407527947657279,component_ablation,initiation_only,0,1,4,256,-1.0,initiation_violation
leap_0->leap_2->leap_4->leap_7,12.82419842408029,8.869377133752744,17.573383585507145,0.034523219113589465,1.2187046191868984,2.3893771337527436,0.41706821881384387,3.5504895337572133,0.1936496768114053,0.02215150374959562,0.12407527947657279,component_ablation,termination_drift_only,0,1,4,256,-1.0,termination_drift
leap_0->leap_2->leap_4->leap_6,12.671340549328036,8.223087922806279,16.606131783775325,0.0,1.2484106357118923,1.7430879228062794,0.3377873832603016,2.8742238343546758,0.27151684888460065,0.05459385095975693,0.5317772774103393,component_ablation,reachability_only,0,1,4,256,-1.0,reachability_gap
