index,dataset,mode,selector,horizon,N,proxy_score,proxy_score,proxy_score,true_utility,true_utility,true_utility,true_executability,true_executability,true_executability,public_boundary_risk,public_boundary_risk,public_boundary_risk,initiation_violation,initiation_violation,initiation_violation,termination_drift,termination_drift,termination_drift,reachability_gap,reachability_gap,reachability_gap
,,,,,,mean,std,count,mean,std,count,mean,std,count,mean,std,count,mean,std,count,mean,std,count,mean,std,count
0,horizon_stress,miscalibrated,boundary_sieve,2,16,8.980378435624335,0.2005422352356517,8,1.5691645270742731,0.0,8,0.24306289887875135,0.0,8,1.405985851696561,0.0,8,0.0,0.0,8,0.5366361477302819,0.0,8,0.956887827923639,0.0,8
1,horizon_stress,miscalibrated,boundary_sieve,2,128,9.124314045891703,0.11253326510735455,8,1.5691645270742731,0.0,8,0.24306289887875135,0.0,8,1.405985851696561,0.0,8,0.0,0.0,8,0.5366361477302819,0.0,8,0.956887827923639,0.0,8
2,horizon_stress,miscalibrated,boundary_sieve,2,512,9.25739923746315,0.111869401398091,8,1.5691645270742731,0.0,8,0.24306289887875135,0.0,8,1.405985851696561,0.0,8,0.0,0.0,8,0.5366361477302819,0.0,8,0.956887827923639,0.0,8
3,horizon_stress,miscalibrated,boundary_sieve,4,16,13.052952768154531,1.2536448313537618,8,0.8732867599217368,0.44204059805175633,8,0.10614658158247643,0.050609099839927466,8,2.061840086721182,0.5429384348925091,8,0.011967851204639508,0.03385019497212875,8,0.9478993941337356,0.08810978952854866,8,1.1602141907049799,0.5092328794569866,8
4,horizon_stress,miscalibrated,boundary_sieve,4,128,16.010475165788378,1.1344309497750478,8,0.6402844088987589,0.20243587711183753,8,0.06674824865130834,0.022906085138987307,8,2.682440248218561,0.37916272964090403,8,0.0,0.0,8,1.191184580100051,0.12110336665962387,8,1.5951613045754185,0.2848471267300393,8
5,horizon_stress,miscalibrated,boundary_sieve,4,512,16.711473937165874,0.17769417506776622,8,0.5317772774103393,0.0,8,0.05459385095975693,0.0,8,2.8742238343546758,0.0,8,0.0,0.0,8,1.2484106357118923,0.0,8,1.7430879228062794,0.0,8
6,horizon_stress,miscalibrated,boundary_sieve,6,16,17.34980372595113,1.8556023579885497,8,0.17849182749081782,0.22992071554112453,8,0.03088893665593307,0.016256195703212135,8,3.0225805479030448,0.6903276167000151,8,0.21926931605369537,0.3778372280017381,8,1.3201368674995015,0.1094376193268831,8,1.2681658406490808,0.44421199333627137,8
7,horizon_stress,miscalibrated,boundary_sieve,6,128,19.449046825295234,1.3322301298490988,8,0.2771731452433356,0.2455324980763843,8,0.035759579511264315,0.019095252870358743,8,3.070376102069056,0.4011974906337389,8,0.0223951778035864,0.04218945608348731,8,1.460040490769358,0.16837268874523578,8,1.6374746126308812,0.24827471579039517,8
8,horizon_stress,miscalibrated,boundary_sieve,6,512,19.882804842682106,0.9504271959248992,8,0.21887137708242083,0.26177489737302684,8,0.030720267435352576,0.018502086303162475,8,3.15668683980757,0.4014795294921748,8,0.011858888282854807,0.02195839426644836,8,1.517789534777583,0.14694400127703935,8,1.7005922022398121,0.2936259709289827,8
9,horizon_stress,miscalibrated,boundary_sieve,8,16,20.368092877727747,1.9291345477034885,8,-0.29839421691137247,0.04142426302260483,8,0.0014490176966946737,0.0028563384519248516,8,5.577194696988906,2.091980019279062,8,1.1334423230743245,0.6010079784671002,8,1.6835464434849943,0.2084059857055712,8,1.4994011600978885,0.5880081244196698,8
10,horizon_stress,miscalibrated,boundary_sieve,8,128,18.806115869986357,1.9926646095276384,8,-0.0742205865085936,0.2339308193642566,8,0.01802205854583433,0.018930701762660016,8,2.847707406315596,0.5525823772016799,8,0.1981953152819874,0.25643681461228485,8,1.4752434922959647,0.14304167124058986,8,1.0474762581168557,0.4480860579540734,8
11,horizon_stress,miscalibrated,boundary_sieve,8,512,20.71070744499663,1.4786846474075264,8,-0.052803448434244615,0.1939321306637669,8,0.017043712294867897,0.013244430158972694,8,2.996355257595204,0.5466600520237286,8,0.07317754201508966,0.09276507611847931,8,1.6069370311490028,0.10525682271316686,8,1.2817420482554776,0.3879591644606206,8
12,horizon_stress,miscalibrated,proxy_tail,2,16,8.980378435624335,0.2005422352356517,8,1.5691645270742731,0.0,8,0.24306289887875135,0.0,8,1.405985851696561,0.0,8,0.0,0.0,8,0.5366361477302819,0.0,8,0.956887827923639,0.0,8
13,horizon_stress,miscalibrated,proxy_tail,2,128,9.124314045891703,0.11253326510735455,8,1.5691645270742731,0.0,8,0.24306289887875135,0.0,8,1.405985851696561,0.0,8,0.0,0.0,8,0.5366361477302819,0.0,8,0.956887827923639,0.0,8
14,horizon_stress,miscalibrated,proxy_tail,2,512,9.25739923746315,0.111869401398091,8,1.5691645270742731,0.0,8,0.24306289887875135,0.0,8,1.405985851696561,0.0,8,0.0,0.0,8,0.5366361477302819,0.0,8,0.956887827923639,0.0,8
15,horizon_stress,miscalibrated,proxy_tail,4,16,14.932411323206217,1.3804387930290498,8,-0.08125286524186806,0.13232973755643654,8,0.006736121720618811,0.01121193038083081,8,5.426669690168462,1.8839129925056177,8,1.0602424660732448,0.6182950827274952,8,1.0698356129844397,0.08594756501795431,8,1.8685754320692975,0.6794689225080776,8
16,horizon_stress,miscalibrated,proxy_tail,4,128,17.186950811597526,0.4281559738957231,8,0.06479285444724658,0.3020619641584548,8,0.017694896965448587,0.023838824835018334,8,4.746491570499322,1.5359158542424947,8,0.46651336184536024,0.43969463005973897,8,1.2251660111223224,0.026843929462630565,8,2.4761182973103284,0.4864719417873823,8
17,horizon_stress,miscalibrated,proxy_tail,4,512,17.51314030782298,0.1263589790370348,8,-0.033777496846785784,0.1315556108404577,8,0.009833666524698368,0.010265365846076078,8,5.011535367552934,1.3780275247044933,8,0.4904413049536356,0.440928717197472,8,1.2078918299992407,0.019629532532774607,8,2.688293919937172,0.277447913485308,8
